match_id,over_id,ball_id,runs_scored,innings_no
335992,12,3,1,1
335992,12,4,1,1
335992,12,4,0,2
335992,12,5,4,1
335992,12,5,0,2
335992,12,6,4,1
335992,12,6,1,2
335992,12,7,1,2
335992,13,1,1,1
335992,13,1,1,2
335992,13,2,0,1
335992,13,2,1,2
335992,13,3,0,1
335992,13,3,2,2
335992,13,4,2,1
335992,13,4,6,2
335992,13,5,1,1
335992,13,5,2,2
335992,13,6,0,1
335992,13,6,0,2
335992,14,1,6,1
335992,14,1,0,2
335992,14,2,0,1
335992,14,2,4,2
335992,14,3,4,1
335992,14,3,1,2
335992,14,4,1,1
335992,14,4,1,2
335992,14,5,0,1
335992,14,5,4,2
335992,14,6,0,1
335992,14,6,0,2
335992,14,7,2,2
335992,15,1,1,1
335992,15,1,4,2
335992,15,2,0,1
335992,15,2,1,2
335992,15,3,0,1
335992,15,3,4,2
335992,15,4,1,1
335992,15,4,0,2
335992,15,5,0,1
335992,15,5,6,2
335992,15,6,1,1
335992,15,6,0,2
335992,16,1,6,1
335992,16,1,1,2
335992,16,2,6,1
335992,16,2,4,2
335992,16,3,0,1
335992,16,3,0,2
335992,16,4,1,1
335992,16,4,0,2
335992,16,5,0,1
335992,16,5,4,2
335992,16,6,0,1
335992,16,6,1,2
335992,17,1,0,1
335992,17,1,0,2
335992,17,2,1,1
335992,17,2,0,2
335992,17,3,6,1
335992,17,3,0,2
335992,17,4,1,1
335992,17,4,1,2
335992,17,5,0,1
335992,17,5,0,2
335992,17,6,0,1
335992,17,6,1,2
335992,18,1,0,1
335992,18,1,1,2
335992,18,2,0,1
335992,18,3,0,1
335992,18,3,2,2
335992,18,4,0,1
335992,18,4,1,2
335992,18,5,0,1
335992,18,5,2,2
335992,18,6,2,1
335992,18,6,2,2
335992,18,7,1,2
335992,19,1,2,1
335992,19,1,4,2
335992,19,2,1,1
335992,19,3,4,1
335992,19,4,2,1
335992,19,5,1,1
335992,19,6,1,1
335992,20,1,4,1
335992,20,2,1,1
335992,20,3,1,1
335992,20,4,0,1
335992,20,5,2,1
335992,20,6,4,1
335992,20,7,4,1
335993,1,1,0,1
335993,1,1,1,2
335993,1,2,0,1
335993,1,2,1,2
335993,1,3,0,1
335993,1,3,1,2
335993,1,4,0,1
335993,1,4,0,2
335993,1,5,0,1
335993,1,5,1,2
335993,1,6,0,1
335993,1,6,0,2
335993,2,1,0,1
335993,2,1,4,2
335993,2,2,0,1
335993,2,2,4,2
335993,2,3,6,1
335993,2,3,1,2
335993,2,4,0,1
335993,2,4,4,2
335993,2,5,2,1
335993,2,5,1,2
335993,2,6,0,1
335993,2,6,0,2
335993,3,1,0,1
335993,3,1,1,2
335993,3,2,2,1
335993,3,2,2,2
335993,3,3,0,1
335993,3,3,4,2
335993,3,4,0,1
335993,3,4,1,2
335993,3,5,0,1
335993,3,5,0,2
335993,3,6,4,1
335993,3,6,4,2
335993,4,1,0,1
335993,4,1,0,2
335993,4,2,0,1
335993,4,2,1,2
335993,4,3,0,1
335993,4,3,0,2
335993,4,4,1,1
335993,4,4,0,2
335993,4,5,0,1
335993,4,5,1,2
335993,4,6,0,1
335993,4,6,0,2
335993,5,1,1,1
335993,5,1,0,2
335993,5,2,2,1
335993,5,2,0,2
335993,5,3,4,1
335993,5,3,1,2
335993,5,4,0,1
335993,5,4,4,2
335993,5,5,0,1
335993,5,5,0,2
335993,5,6,0,1
335993,5,6,0,2
335993,6,1,0,1
335993,6,2,0,1
335993,6,2,0,2
335993,6,3,0,1
335993,6,3,1,2
335993,6,4,0,1
335993,6,4,1,2
335993,6,5,2,1
335993,6,5,4,2
335993,6,6,0,1
335993,6,6,0,2
335993,6,7,4,2
335993,7,1,1,1
335993,7,1,4,2
335993,7,2,4,1
335993,7,2,0,2
335993,7,3,4,1
335993,7,3,1,2
335993,7,4,0,1
335993,7,4,2,2
335993,7,5,0,1
335993,7,5,0,2
335993,7,6,0,1
335993,7,6,0,2
335993,8,1,1,1
335993,8,1,1,2
335993,8,2,1,1
335993,8,2,0,2
335993,8,3,0,1
335993,8,3,2,2
335993,8,4,0,1
335993,8,4,0,2
335993,8,5,0,1
335993,8,5,1,2
335993,8,6,0,1
335993,8,6,1,2
335993,9,1,4,1
335993,9,2,0,1
335993,9,2,1,2
335993,9,3,1,1
335993,9,3,1,2
335993,9,4,1,1
335993,9,4,4,2
335993,9,5,0,1
335993,9,5,6,2
335993,9,6,1,1
335993,9,6,6,2
335993,9,7,4,2
335993,10,1,1,2
335993,10,2,1,1
335993,10,2,2,2
335993,10,3,0,1
335993,10,3,6,2
335993,10,4,0,1
335993,10,4,1,2
335993,10,5,0,1
335993,10,5,2,2
335993,10,6,0,1
335993,10,6,0,2
335993,10,7,0,1
335993,11,1,0,1
335993,11,1,1,2
335993,11,2,0,1
335993,11,2,0,2
335993,11,3,0,1
335993,11,3,0,2
335993,11,4,4,1
335993,11,4,0,2
335993,11,5,4,1
335993,11,5,4,2
335993,11,6,1,1
335993,11,6,0,2
335993,12,1,2,1
335993,12,1,1,2
335993,12,2,0,1
335993,12,3,1,1
335993,12,3,0,2
335993,12,4,1,1
335993,12,5,1,1
335993,12,5,1,2
335993,12,6,1,1
335993,12,6,0,2
335993,12,7,1,2
335993,12,8,0,2
335993,13,1,0,1
335993,13,1,4,2
335993,13,2,0,1
335993,13,2,6,2
335993,13,3,0,1
335993,13,3,4,2
335993,13,4,1,1
335993,13,4,6,2
335993,13,5,1,1
335993,13,5,4,2
335993,13,6,0,1
335993,13,6,6,2
335993,14,1,1,1
335993,14,2,1,1
335993,14,3,1,1
335993,14,4,1,1
335993,14,5,1,1
335993,14,6,1,1
335993,15,1,1,1
335993,15,2,1,1
335993,15,3,1,1
335993,15,4,0,1
335993,15,5,1,1
335993,15,6,1,1
335993,16,1,0,1
335993,16,2,0,1
335993,16,3,6,1
335993,16,4,1,1
335993,16,5,1,1
335993,16,6,0,1
335993,17,1,0,1
335993,17,2,1,1
335993,17,3,0,1
335993,17,4,6,1
335993,17,5,1,1
335993,17,6,0,1
335993,18,1,6,1
335993,18,2,6,1
335993,18,3,4,1
335993,18,4,4,1
335993,18,5,4,1
335993,18,6,2,1
335993,19,1,2,1
335993,19,2,4,1
335993,19,3,1,1
335993,19,4,0,1
335993,19,5,1,1
335993,19,6,4,1
335993,20,1,0,1
335993,20,2,0,1
335993,20,3,1,1
335993,20,4,1,1
335993,20,5,2,1
335993,20,6,6,1
335993,20,7,2,1
335994,1,1,0,2
335994,1,2,0,1
335994,1,3,0,1
335994,1,3,1,2
335994,1,4,0,1
335994,1,4,4,2
335994,1,5,4,1
335994,1,6,0,1
335994,1,6,1,2
335994,1,7,2,1
335994,1,7,1,2
335994,1,8,0,2
335994,2,1,0,1
335994,2,1,0,2
335994,2,2,1,1
335994,2,2,0,2
335994,2,3,0,1
335994,2,3,0,2
335994,2,4,4,1
335994,2,4,0,2
335994,2,5,0,1
335994,2,5,0,2
335994,2,6,4,1
335994,2,6,0,2
335994,3,1,0,1
335994,3,1,1,2
335994,3,2,4,1
335994,3,2,1,2
335994,3,3,6,1
335994,3,3,4,2
335994,3,4,0,1
335994,3,4,4,2
335994,3,5,4,1
335994,3,5,2,2
335994,3,6,0,1
335994,3,6,0,2
335994,4,1,0,1
335994,4,1,1,2
335994,4,2,0,1
335994,4,2,0,2
335994,4,3,0,1
335994,4,3,4,2
335994,4,4,0,1
335994,4,4,0,2
335994,4,5,0,1
335994,4,5,0,2
335994,4,6,1,1
335994,4,6,0,2
335994,5,1,0,1
335994,5,1,4,2
335994,5,2,0,1
335994,5,2,0,2
335994,5,3,4,1
335994,5,3,4,2
335994,5,4,0,1
335994,5,4,6,2
335994,5,5,0,1
335994,5,5,4,2
335994,5,6,1,1
335994,5,6,1,2
335994,6,1,1,1
335994,6,1,0,2
335994,6,2,0,2
335994,6,3,4,1
335994,6,3,0,2
335994,6,4,4,1
335994,6,4,1,2
335994,6,5,1,1
335994,6,5,0,2
335994,6,6,1,2
335994,6,7,1,1
335994,6,8,0,1
335994,7,1,0,1
335994,7,1,1,2
335994,7,2,1,1
335994,7,2,0,2
335994,7,3,1,1
335994,7,3,1,2
335994,7,4,0,1
335994,7,4,1,2
335994,7,5,1,1
335994,7,5,0,2
335994,7,6,1,1
335994,7,6,2,2
335994,7,7,1,1
335994,8,1,0,1
335994,8,1,1,2
335994,8,2,1,1
335994,8,2,1,2
335994,8,3,1,1
335994,8,3,1,2
335994,8,4,1,1
335994,8,4,1,2
335994,8,5,1,1
335994,8,5,1,2
335994,8,6,1,1
335994,8,6,4,2
335994,8,7,1,2
335994,9,1,0,1
335994,9,1,1,2
335994,9,2,0,1
335994,9,2,1,2
335994,9,3,0,1
335994,9,3,0,2
335994,9,4,4,1
335994,9,4,4,2
335994,9,5,1,1
335994,9,5,0,2
335994,9,6,2,1
335994,9,6,1,2
335994,10,1,0,1
335994,10,1,4,2
335994,10,2,0,1
335994,10,2,1,2
335994,10,3,6,1
335994,10,3,1,2
335994,10,4,1,1
335994,10,4,0,2
335994,10,5,1,1
335994,10,5,1,2
335994,10,6,1,1
335994,10,6,1,2
335994,11,1,6,1
335994,11,2,1,1
335994,11,3,1,1
335994,11,4,1,1
335994,11,4,1,2
335994,11,5,4,1
335994,11,5,1,2
335994,11,6,1,1
335994,11,6,1,2
335994,11,7,0,2
335994,11,8,1,2
335994,11,9,0,2
335994,12,1,0,1
335994,12,1,0,2
335994,12,2,1,1
335994,12,2,1,2
335994,12,3,4,1
335994,12,3,6,2
335994,12,4,4,1
335994,12,4,0,2
335994,12,5,1,2
335994,12,6,1,1
335994,12,6,1,2
335994,12,7,1,1
335994,13,1,1,1
335994,13,1,6,2
335994,13,2,0,1
335994,13,3,1,1
335994,13,3,1,2
335994,13,4,4,1
335994,13,4,1,2
335994,13,5,1,1
335994,13,5,0,2
335994,13,6,4,1
335994,13,6,1,2
335994,13,7,1,2
335994,14,1,0,1
335994,14,1,0,2
335994,14,2,1,1
335994,14,2,4,2
335994,14,3,6,1
335994,14,3,5,2
335994,14,4,0,1
335994,14,4,4,2
335994,14,5,1,1
335994,14,5,4,2
335994,14,6,6,1
335994,14,6,3,2
335994,15,1,2,1
335994,15,1,0,2
335994,15,2,1,1
335994,15,2,0,2
335994,15,3,1,1
335994,15,3,2,2
335994,15,4,2,1
335994,15,4,1,2
335994,15,5,0,1
335994,15,5,1,2
335994,15,6,0,1
335994,15,6,0,2
335994,16,1,1,2
335994,16,2,4,1
335994,16,2,6,2
335994,16,3,0,1
335994,16,3,0,2
335994,16,4,4,1
335994,16,4,4,2
335994,16,5,1,1
335994,16,5,1,2
335994,16,6,4,1
335994,16,6,1,2
335994,16,7,1,1
335994,17,1,4,1
335994,17,1,0,2
335994,17,2,1,1
335994,17,2,6,2
335994,17,3,1,1
335994,17,3,1,2
335994,17,4,1,1
335994,17,4,4,2
335994,17,5,2,1
335994,17,5,4,2
335994,17,6,1,1
335994,17,6,6,2
335994,18,1,4,1
335994,18,1,0,2
335994,18,2,1,1
335994,18,2,0,2
335994,18,3,4,1
335994,18,3,6,2
335994,18,4,4,1
335994,18,4,6,2
335994,18,5,1,1
335994,18,5,0,2
335994,18,6,0,1
335994,18,6,1,2
335994,19,1,0,1
335994,19,1,2,2
335994,19,2,4,1
335994,19,2,1,2
335994,19,3,0,1
335994,19,3,1,2
335994,19,4,1,1
335994,19,4,4,2
335994,19,5,4,1
335994,19,5,0,2
335994,19,6,2,1
335994,19,6,1,2
335994,19,7,0,1
335994,20,1,6,1
335994,20,1,4,2
335994,20,2,0,1
335994,20,2,4,2
335994,20,3,4,1
335994,20,3,1,2
335994,20,4,1,1
335994,20,4,0,2
335994,20,5,0,1
335994,20,5,1,2
335994,20,6,2,1
335994,20,6,0,2
335994,20,7,1,2
335995,1,1,0,1
335995,1,1,0,2
335995,1,2,4,1
335995,1,2,0,2
335995,1,3,0,1
335995,1,3,4,2
335995,1,4,0,1
335995,1,4,1,2
335995,1,5,4,1
335995,1,5,0,2
335995,1,6,4,1
335995,1,6,0,2
335995,2,1,1,1
335995,2,1,6,2
335995,2,2,1,1
335995,2,2,0,2
335995,2,3,4,1
335995,2,3,0,2
335995,2,4,0,1
335995,2,4,1,2
335995,2,5,0,1
335995,2,5,0,2
335995,2,6,4,1
335995,2,6,0,2
335995,3,1,0,1
335995,3,1,0,2
335995,3,2,0,1
335995,3,2,0,2
335995,3,3,0,1
335995,3,3,0,2
335995,3,4,4,1
335995,3,4,1,2
335995,3,5,6,1
335995,3,5,0,2
335995,3,6,0,1
335995,3,6,4,2
335995,4,1,1,1
335995,4,1,0,2
335995,4,2,0,1
335995,4,2,4,2
335995,4,3,0,1
335995,4,3,6,2
335995,4,4,0,1
335995,4,5,0,1
335995,4,5,0,2
335995,4,6,0,1
335995,4,6,1,2
335995,4,7,4,2
335995,5,1,0,1
335995,5,1,6,2
335995,5,2,4,1
335995,5,2,6,2
335995,5,3,4,1
335995,5,3,4,2
335995,5,4,0,1
335995,5,4,1,2
335995,5,5,3,1
335995,5,5,4,2
335995,5,6,4,1
335995,5,6,1,2
335995,6,1,0,1
335995,6,1,4,2
335995,6,2,4,1
335995,6,2,4,2
335995,6,3,0,1
335995,6,3,1,2
335995,6,4,0,1
335995,6,4,6,2
335995,6,5,0,2
335995,6,6,4,1
335995,6,6,1,2
335995,6,7,1,1
335995,7,1,0,1
335995,7,1,1,2
335995,7,2,1,1
335995,7,2,1,2
335995,7,3,0,1
335995,7,3,0,2
335995,7,4,1,1
335995,7,4,6,2
335995,7,5,0,1
335995,7,5,1,2
335995,7,6,1,1
335995,7,6,0,2
335995,8,1,6,1
335995,8,1,1,2
335995,8,2,1,1
335995,8,2,1,2
335995,8,3,1,1
335995,8,3,6,2
335995,8,4,1,1
335995,8,4,4,2
335995,8,5,1,1
335995,8,5,0,2
335995,8,6,1,1
335995,8,6,4,2
335995,9,1,2,1
335995,9,1,1,2
335995,9,2,1,1
335995,9,2,0,2
335995,9,3,0,1
335995,9,3,1,2
335995,9,4,1,1
335995,9,4,4,2
335995,9,5,1,1
335995,9,5,6,2
335995,9,6,1,1
335995,9,6,0,2
335995,10,1,1,1
335995,10,1,1,2
335995,10,2,4,1
335995,10,2,1,2
335995,10,3,0,1
335995,10,3,0,2
335995,10,4,1,1
335995,10,4,1,2
335995,10,5,0,1
335995,10,5,1,2
335995,10,6,1,1
335995,10,6,0,2
335995,11,1,1,1
335995,11,1,1,2
335995,11,2,1,1
335995,11,2,1,2
335995,11,3,0,1
335995,11,3,0,2
335995,11,4,1,1
335995,11,4,4,2
335995,11,5,0,2
335995,11,6,6,1
335995,11,6,1,2
335995,11,7,4,1
335995,12,1,0,1
335995,12,1,1,2
335995,12,2,1,1
335995,12,2,1,2
335995,12,3,1,1
335995,12,3,1,2
335995,12,4,0,1
335995,12,4,1,2
335995,12,5,1,1
335995,12,5,1,2
335995,12,6,6,1
335995,12,6,0,2
335995,13,1,1,1
335995,13,1,1,2
335995,13,2,2,1
335995,13,2,1,2
335995,13,3,6,1
335995,13,3,1,2
335995,13,4,1,1
335995,13,4,4,2
335995,13,5,0,1
335995,13,5,0,2
335995,13,6,0,1
335995,13,6,1,2
335995,14,1,1,1
335995,14,1,1,2
335995,14,2,2,1
335995,14,2,1,2
335995,14,3,6,1
335995,14,3,1,2
335995,14,4,1,1
335995,14,4,0,2
335995,14,5,1,1
335995,14,5,2,2
335995,14,6,0,1
335995,14,6,0,2
335995,15,1,4,1
335995,15,1,6,2
335995,15,2,0,1
335995,15,2,0,2
335995,15,3,1,1
335995,15,3,1,2
335995,15,4,1,1
335995,15,4,0,2
335995,15,5,2,1
335995,15,5,6,2
335995,15,6,4,1
335995,15,6,6,2
335995,15,7,6,1
335995,16,1,1,1
335995,16,1,1,2
335995,16,2,4,1
335995,16,2,1,2
335995,16,3,1,1
335995,16,3,6,2
335995,16,4,4,1
335995,16,4,4,2
335995,16,5,1,1
335995,16,5,1,2
335995,16,6,1,1
335995,16,6,4,2
335995,17,1,1,1
335995,17,1,4,2
335995,17,2,4,1
335995,17,2,1,2
335995,17,3,4,1
335995,17,3,1,2
335995,17,4,2,1
335995,17,4,1,2
335995,17,5,0,1
335995,17,5,1,2
335995,17,6,0,1
335995,17,6,2,2
335995,18,1,6,1
335995,18,1,0,2
335995,18,2,1,1
335995,18,3,1,1
335995,18,3,0,2
335995,18,4,6,1
335995,18,4,1,2
335995,18,5,1,1
335995,18,5,0,2
335995,18,6,0,1
335995,18,6,0,2
335995,18,7,4,2
335995,19,1,4,1
335995,19,1,0,2
335995,19,2,1,1
335995,19,2,1,2
335995,19,3,4,1
335995,19,3,0,2
335995,19,4,1,2
335995,19,5,0,2
335995,19,6,1,1
335995,19,6,1,2
335995,19,7,1,1
335995,19,7,1,2
335995,19,8,4,1
335995,20,1,0,1
335995,20,1,2,2
335995,20,2,1,2
335995,20,3,4,1
335995,20,3,4,2
335995,20,4,4,1
335995,20,4,6,2
335995,20,5,0,1
335995,20,5,6,2
335995,20,6,2,1
335995,20,7,0,1
335996,1,1,0,1
335996,1,1,0,2
335996,1,2,0,1
335996,1,2,1,2
335996,1,3,1,1
335996,1,3,0,2
335996,1,4,1,1
335996,1,4,0,2
335996,1,5,0,1
335996,1,5,0,2
335996,1,6,0,1
335996,1,6,0,2
335996,2,1,5,1
335996,2,1,1,2
335996,2,2,0,1
335996,2,2,6,2
335996,2,3,1,1
335996,2,3,0,2
335996,2,4,0,1
335996,2,4,0,2
335996,2,5,0,1
335996,2,6,0,1
335996,2,6,4,2
335996,2,7,0,2
335996,3,1,1,1
335996,3,1,0,2
335996,3,2,0,1
335996,3,2,0,2
335996,3,3,4,1
335996,3,3,0,2
335996,3,4,1,1
335996,3,4,0,2
335996,3,5,0,1
335996,3,5,4,2
335996,3,6,1,1
335996,3,6,0,2
335996,4,1,0,1
335996,4,1,1,2
335996,4,2,0,1
335996,4,2,0,2
335996,4,3,1,1
335996,4,4,4,1
335996,4,4,1,2
335996,4,5,1,1
335996,4,5,0,2
335996,4,6,4,1
335996,4,6,0,2
335996,4,7,0,2
335996,5,1,4,1
335996,5,1,4,2
335996,5,2,0,2
335996,5,3,0,1
335996,5,3,4,2
335996,5,4,4,1
335996,5,4,1,2
335996,5,5,4,1
335996,5,5,4,2
335996,5,6,2,1
335996,5,6,0,2
335996,5,7,3,1
335996,6,1,0,1
335996,6,1,1,2
335996,6,2,2,1
335996,6,2,2,2
335996,6,3,6,1
335996,6,3,0,2
335996,6,4,0,1
335996,6,4,1,2
335996,6,5,4,1
335996,6,5,0,2
335996,6,6,1,2
335996,6,7,4,1
335996,7,1,0,1
335996,7,1,0,2
335996,7,2,4,1
335996,7,2,1,2
335996,7,3,1,1
335996,7,3,4,2
335996,7,4,2,1
335996,7,4,0,2
335996,7,5,1,1
335996,7,6,1,1
335996,7,6,0,2
335996,7,7,1,2
335996,8,1,4,1
335996,8,1,6,2
335996,8,2,1,1
335996,8,2,1,2
335996,8,3,0,1
335996,8,3,0,2
335996,8,4,0,1
335996,8,4,4,2
335996,8,5,6,1
335996,8,5,1,2
335996,8,6,0,1
335996,8,6,1,2
335996,8,7,1,2
335996,9,1,0,1
335996,9,1,0,2
335996,9,2,2,1
335996,9,2,0,2
335996,9,3,1,1
335996,9,3,0,2
335996,9,4,1,1
335996,9,4,0,2
335996,9,5,1,1
335996,9,5,0,2
335996,9,6,0,1
335996,9,6,4,2
335996,10,1,1,1
335996,10,1,0,2
335996,10,2,2,1
335996,10,2,0,2
335996,10,3,2,1
335996,10,3,1,2
335996,10,4,0,1
335996,10,4,0,2
335996,10,5,1,1
335996,10,5,0,2
335996,10,6,2,1
335996,10,6,1,2
335996,11,1,1,1
335996,11,1,1,2
335996,11,2,6,1
335996,11,2,0,2
335996,11,3,4,1
335996,11,3,0,2
335996,11,4,1,1
335996,11,4,0,2
335996,11,5,1,1
335996,11,5,0,2
335996,11,6,0,1
335996,11,6,0,2
335996,12,1,0,1
335996,12,1,4,2
335996,12,2,1,1
335996,12,2,1,2
335996,12,3,0,1
335996,12,3,4,2
335996,12,4,1,1
335996,12,4,6,2
335996,12,5,0,1
335996,12,5,1,2
335996,12,6,1,1
335996,12,6,6,2
335996,13,1,1,1
335996,13,1,1,2
335996,13,2,2,1
335996,13,2,0,2
335996,13,3,0,1
335996,13,3,1,2
335996,13,4,1,1
335996,13,4,1,2
335996,13,5,1,1
335996,13,5,1,2
335996,13,6,1,1
335996,13,6,0,2
335996,14,1,1,1
335996,14,1,0,2
335996,14,2,1,1
335996,14,2,0,2
335996,14,3,1,1
335996,14,3,1,2
335996,14,4,2,1
335996,14,4,1,2
335996,14,5,0,1
335996,14,5,1,2
335996,14,6,1,1
335996,14,6,1,2
335996,15,1,1,1
335996,15,1,1,2
335996,15,2,4,1
335996,15,2,1,2
335996,15,3,0,1
335996,15,3,0,2
335996,15,4,4,1
335996,15,4,0,2
335996,15,5,1,1
335996,15,5,1,2
335996,15,6,6,1
335996,15,6,0,2
335996,16,1,4,1
335996,16,1,4,2
335996,16,2,0,1
335996,16,2,0,2
335996,16,3,0,1
335996,16,3,0,2
335996,16,4,1,1
335996,16,4,0,2
335996,16,5,2,1
335996,16,5,0,2
335996,16,6,1,1
335996,16,6,0,2
335996,17,1,1,1
335996,17,1,1,2
335996,17,2,4,1
335996,17,2,0,2
335996,17,3,1,1
335996,17,3,0,2
335996,17,4,0,1
335996,17,4,0,2
335996,17,5,0,1
335996,17,5,0,2
335996,17,6,0,1
335996,17,6,0,2
335996,18,1,2,1
335996,18,1,4,2
335996,18,2,1,1
335996,18,2,0,2
335996,18,3,0,1
335996,18,3,0,2
335996,18,4,0,1
335996,18,4,1,2
335996,18,5,1,1
335996,18,5,0,2
335996,18,6,0,1
335996,18,6,1,2
335996,18,7,0,1
335996,18,7,0,2
335996,19,1,2,1
335996,19,2,0,1
335996,19,2,0,2
335996,19,3,4,1
335996,19,3,0,2
335996,19,4,0,1
335996,19,4,0,2
335996,19,5,4,1
335996,19,5,1,2
335996,19,6,1,2
335996,19,7,0,1
335996,19,7,0,2
335996,20,1,1,1
335996,20,1,0,2
335996,20,2,0,1
335996,20,2,0,2
335996,20,3,4,1
335996,20,3,0,2
335996,20,4,0,1
335996,20,4,0,2
335996,20,5,6,1
335996,20,5,0,2
335996,20,6,1,1
335996,20,6,0,2
335997,1,1,1,1
335997,1,1,0,2
335997,1,2,0,1
335997,1,2,1,2
335997,1,3,0,1
335997,1,3,0,2
335997,1,4,0,1
335997,1,4,0,2
335997,1,5,0,1
335997,1,5,4,2
335997,1,6,0,1
335997,1,6,4,2
335997,2,1,0,1
335997,2,1,1,2
335997,2,2,0,1
335997,2,2,4,2
335997,2,3,0,1
335997,2,3,0,2
335997,2,4,1,1
335997,2,4,0,2
335997,2,5,4,2
335997,2,6,6,1
335997,2,6,0,2
335997,2,7,6,1
335997,3,1,0,1
335997,3,1,1,2
335997,3,2,0,1
335997,3,2,0,2
335997,3,3,0,1
335997,3,3,1,2
335997,3,4,1,1
335997,3,4,1,2
335997,3,5,0,1
335997,3,5,0,2
335997,3,6,0,1
335997,3,6,4,2
335997,4,1,4,1
335997,4,1,1,2
335997,4,2,0,1
335997,4,2,0,2
335997,4,3,4,1
335997,4,3,0,2
335997,4,4,0,1
335997,4,4,4,2
335997,4,5,0,1
335997,4,5,1,2
335997,4,6,4,1
335997,4,6,0,2
335997,5,1,4,1
335997,5,1,1,2
335997,5,2,4,1
335997,5,3,1,1
335997,5,3,1,2
335997,5,4,0,1
335997,5,4,0,2
335997,5,5,4,1
335997,5,5,4,2
335997,5,6,0,1
335997,5,6,1,2
335997,5,7,0,2
335997,6,1,0,1
335997,6,1,0,2
335997,6,2,0,1
335997,6,2,0,2
335997,6,3,1,1
335997,6,3,0,2
335997,6,4,4,1
335997,6,4,0,2
335997,6,5,6,1
335997,6,5,1,2
335997,6,6,4,1
335997,6,6,4,2
335997,7,1,1,1
335997,7,1,1,2
335997,7,2,1,1
335997,7,2,0,2
335997,7,3,0,1
335997,7,3,1,2
335997,7,4,2,1
335997,7,4,1,2
335997,7,5,0,1
335997,7,5,4,2
335997,7,6,0,2
335997,7,8,1,1
335997,8,1,1,1
335997,8,1,4,2
335997,8,2,0,1
335997,8,2,4,2
335997,8,3,1,1
335997,8,3,0,2
335997,8,4,1,1
335997,8,4,0,2
335997,8,5,1,1
335997,8,5,1,2
335997,8,6,0,1
335997,8,6,0,2
335997,9,1,0,1
335997,9,1,1,2
335997,9,2,1,1
335997,9,2,1,2
335997,9,3,1,1
335997,9,3,1,2
335997,9,4,6,1
335997,9,4,0,2
335997,9,5,0,1
335997,9,5,4,2
335997,9,6,0,1
335997,9,6,0,2
335997,10,1,1,1
335997,10,1,1,2
335997,10,2,0,1
335997,10,2,0,2
335997,10,3,0,1
335997,10,3,1,2
335997,10,4,0,1
335997,10,5,0,1
335997,10,5,0,2
335997,10,6,0,1
335997,10,6,2,2
335997,10,7,0,2
335997,11,1,0,1
335997,11,1,1,2
335997,11,2,1,1
335997,11,2,0,2
335997,11,3,0,1
335997,11,3,0,2
335997,11,4,0,1
335997,11,4,1,2
335997,11,5,0,1
335997,11,5,0,2
335997,11,6,0,1
335997,11,6,4,2
335997,12,1,0,1
335997,12,1,1,2
335997,12,2,0,1
335997,12,2,1,2
335997,12,3,0,1
335997,12,3,0,2
335997,12,4,0,1
335997,12,4,0,2
335997,12,5,0,1
335997,12,5,1,2
335997,12,6,0,1
335997,12,6,1,2
335997,13,1,0,1
335997,13,1,1,2
335997,13,2,1,1
335997,13,2,0,2
335997,13,3,1,1
335997,13,3,6,2
335997,13,4,6,1
335997,13,4,0,2
335997,13,5,1,1
335997,13,5,1,2
335997,13,6,1,1
335997,13,6,0,2
335997,14,1,1,1
335997,14,1,4,2
335997,14,2,0,1
335997,14,2,6,2
335997,14,3,1,1
335997,14,3,4,2
335997,14,4,0,1
335997,14,4,4,2
335997,14,5,0,1
335997,14,5,4,2
335997,14,6,0,1
335997,14,6,4,2
335997,15,1,4,1
335997,15,1,1,2
335997,15,2,0,1
335997,15,2,1,2
335997,15,3,0,1
335997,15,3,0,2
335997,15,4,1,1
335997,15,4,1,2
335997,15,5,0,1
335997,15,5,0,2
335997,15,6,0,1
335997,15,6,1,2
335997,16,1,0,1
335997,16,1,0,2
335997,16,2,6,1
335997,16,2,1,2
335997,16,3,6,1
335997,16,3,4,2
335997,16,4,0,1
335997,16,4,4,2
335997,16,5,1,1
335997,16,5,0,2
335997,16,6,0,1
335997,16,6,0,2
335997,17,1,1,1
335997,17,1,0,2
335997,17,2,0,1
335997,17,2,0,2
335997,17,3,2,1
335997,17,3,0,2
335997,17,4,0,1
335997,17,4,0,2
335997,17,5,0,1
335997,17,5,4,2
335997,17,6,1,1
335997,17,6,0,2
335997,18,1,1,1
335997,18,1,4,2
335997,18,2,0,1
335997,18,3,4,1
335997,18,4,2,1
335997,18,5,0,1
335997,18,6,1,1
335997,19,1,4,1
335997,19,2,4,1
335997,19,3,1,1
335997,19,4,0,1
335997,19,5,0,1
335997,19,6,0,1
335997,20,1,1,1
335997,20,2,0,1
335997,20,3,1,1
335997,20,4,1,1
335997,20,5,0,1
335997,20,6,0,1
335997,20,7,1,1
335998,1,1,2,1
335998,1,1,0,2
335998,1,2,1,1
335998,1,2,0,2
335998,1,3,0,1
335998,1,4,1,1
335998,1,4,0,2
335998,1,5,0,1
335998,1,5,0,2
335998,1,6,4,1
335998,1,6,4,2
335998,1,7,0,2
335998,2,1,0,1
335998,2,1,0,2
335998,2,2,0,1
335998,2,2,0,2
335998,2,3,0,1
335998,2,3,0,2
335998,2,4,4,1
335998,2,4,0,2
335998,2,5,6,1
335998,2,5,2,2
335998,2,6,4,1
335998,2,6,0,2
